"gamecube","Spider-Man 2","none","https://www.metacritic.com/game/gamecube/spider-man-2",80,8.4,"Jun 28, 2004"
"gamecube","FIFA Soccer 06","none","https://www.metacritic.com/game/gamecube/fifa-soccer-06",80,8.2,"Oct 4, 2005"
"gamecube","James Bond 007: NightFire","none","https://www.metacritic.com/game/gamecube/james-bond-007-nightfire",80,8.4,"Nov 18, 2002"
"gamecube","Kelly Slater's Pro Surfer","none","https://www.metacritic.com/game/gamecube/kelly-slaters-pro-surfer",80,8.2,"Sep 16, 2002"
"gamecube","Need for Speed Most Wanted","none","https://www.metacritic.com/game/gamecube/need-for-speed-most-wanted",80,8.7,"Nov 15, 2005"
"gamecube","Wave Race: Blue Storm","none","https://www.metacritic.com/game/gamecube/wave-race-blue-storm",80,8.1,"Nov 17, 2001"
"gamecube","Red Faction II","none","https://www.metacritic.com/game/gamecube/red-faction-ii",79,7.8,"Mar 31, 2003"
"gamecube","Baldur's Gate: Dark Alliance","none","https://www.metacritic.com/game/gamecube/baldurs-gate-dark-alliance",79,7.6,"Nov 18, 2002"
"gamecube","NHL 2003","none","https://www.metacritic.com/game/gamecube/nhl-2003",79,,"Sep 30, 2002"
"gamecube","WWE Day of Reckoning","none","https://www.metacritic.com/game/gamecube/wwe-day-of-reckoning",79,8.8,"Aug 30, 2004"
"gamecube","Smuggler's Run: Warzones","none","https://www.metacritic.com/game/gamecube/smugglers-run-warzones",79,6.9,"Aug 7, 2002"
"gamecube","Harvest Moon: A Wonderful Life","none","https://www.metacritic.com/game/gamecube/harvest-moon-a-wonderful-life",79,8.5,"Mar 16, 2004"
"gamecube","NHL Hitz 20-02","none","https://www.metacritic.com/game/gamecube/nhl-hitz-20-02",79,8.6,"Nov 17, 2001"
"gamecube","Sphinx and the Cursed Mummy","none","https://www.metacritic.com/game/gamecube/sphinx-and-the-cursed-mummy",79,8.4,"Nov 10, 2003"
"gamecube","Lego Star Wars","none","https://www.metacritic.com/game/gamecube/lego-star-wars",79,7.7,"Oct 25, 2005"
"gamecube","The Simpsons: Hit & Run","none","https://www.metacritic.com/game/gamecube/the-simpsons-hit-run",79,8.8,"Sep 16, 2003"
"gamecube","Alien Hominid","none","https://www.metacritic.com/game/gamecube/alien-hominid",78,8.3,"Nov 23, 2004"
"gamecube","Freekstyle","none","https://www.metacritic.com/game/gamecube/freekstyle",78,8.5,"Sep 5, 2002"
"gamecube","Knockout Kings 2003","none","https://www.metacritic.com/game/gamecube/knockout-kings-2003",78,7,"Oct 9, 2002"
"gamecube","FIFA Soccer 2005","none","https://www.metacritic.com/game/gamecube/fifa-soccer-2005",78,8.3,"Oct 12, 2004"
"gamecube","Tom Clancy's Splinter Cell Pandora Tomorrow","none","https://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-pandora-tomorrow",78,7.9,"Jul 20, 2004"
"gamecube","2002 FIFA World Cup","none","https://www.metacritic.com/game/gamecube/2002-fifa-world-cup",78,7.7,"Apr 30, 2002"
"gamecube","Burnout","none","https://www.metacritic.com/game/gamecube/burnout",78,8,"Apr 29, 2002"
"gamecube","NHL 06","none","https://www.metacritic.com/game/gamecube/nhl-06",78,8.4,"Sep 6, 2005"
"gamecube","Luigi's Mansion","none","https://www.metacritic.com/game/gamecube/luigis-mansion",78,8.6,"Nov 17, 2001"
"gamecube","Pac-Man vs.","none","https://www.metacritic.com/game/gamecube/pac-man-vs",78,8.3,"Dec 2, 2003"
"gamecube","Dave Mirra Freestyle BMX 2","none","https://www.metacritic.com/game/gamecube/dave-mirra-freestyle-bmx-2",78,8.5,"Nov 17, 2001"
"gamecube","NFL Street 2","none","https://www.metacritic.com/game/gamecube/nfl-street-2",77,7.6,"Dec 22, 2004"
"gamecube","Rayman 3: Hoodlum Havoc","none","https://www.metacritic.com/game/gamecube/rayman-3-hoodlum-havoc",77,8.5,"Mar 2, 2003"
"gamecube","NFL Blitz 20-02","none","https://www.metacritic.com/game/gamecube/nfl-blitz-20-02",77,8,"Mar 18, 2002"
"gamecube","I-Ninja","none","https://www.metacritic.com/game/gamecube/i-ninja",77,7.5,"Dec 4, 2003"
"gamecube","True Crime: Streets of LA","none","https://www.metacritic.com/game/gamecube/true-crime-streets-of-la",77,7.3,"Nov 3, 2003"
"gamecube","Ultimate Muscle: Legends vs New Generation","none","https://www.metacritic.com/game/gamecube/ultimate-muscle-legends-vs-new-generation",77,7,"Jun 5, 2003"
"gamecube","Harry Potter and the Chamber of Secrets","none","https://www.metacritic.com/game/gamecube/harry-potter-and-the-chamber-of-secrets",77,8.3,"Nov 14, 2002"
"gamecube","Second Sight","none","https://www.metacritic.com/game/gamecube/second-sight",77,8.3,"Sep 21, 2004"
"gamecube","Mortal Kombat: Deception","none","https://www.metacritic.com/game/gamecube/mortal-kombat-deception",77,8.5,"Mar 1, 2005"
"gamecube","Gun","none","https://www.metacritic.com/game/gamecube/gun",77,8.3,"Nov 8, 2005"
"gamecube","Dead to Rights","none","https://www.metacritic.com/game/gamecube/dead-to-rights",77,8.6,"Nov 25, 2002"
"gamecube","MLB Slugfest 20-04","none","https://www.metacritic.com/game/gamecube/mlb-slugfest-20-04",76,,"Mar 16, 2003"
"gamecube","Tony Hawk's American Wasteland","none","https://www.metacritic.com/game/gamecube/tony-hawks-american-wasteland",76,7.9,"Oct 18, 2005"
"gamecube","Call of Duty 2: Big Red One","none","https://www.metacritic.com/game/gamecube/call-of-duty-2-big-red-one",76,7.9,"Nov 1, 2005"
"gamecube","Pool Paradise","none","https://www.metacritic.com/game/gamecube/pool-paradise",76,,"Jun 30, 2004"
"gamecube","WWE WrestleMania XIX","none","https://www.metacritic.com/game/gamecube/wwe-wrestlemania-xix",76,8.7,"Sep 8, 2003"
"gamecube","Disney's Extreme Skate Adventure","none","https://www.metacritic.com/game/gamecube/disneys-extreme-skate-adventure",76,7.6,"Sep 4, 2003"
"gamecube","Spider-Man: The Movie","none","https://www.metacritic.com/game/gamecube/spider-man-the-movie",76,7.3,"Apr 15, 2002"
"gamecube","FIFA World Cup: Germany 2006","none","https://www.metacritic.com/game/gamecube/fifa-world-cup-germany-2006",76,6.5,"Apr 24, 2006"
"gamecube","Donkey Konga","none","https://www.metacritic.com/game/gamecube/donkey-konga",76,8,"Sep 27, 2004"
"gamecube","Beach Spikers: Virtua Beach Volleyball","none","https://www.metacritic.com/game/gamecube/beach-spikers-virtua-beach-volleyball",76,8.5,"Aug 12, 2002"
"gamecube","NBA Live 06","none","https://www.metacritic.com/game/gamecube/nba-live-06",76,,"Sep 26, 2005"
"gamecube","WWE Day of Reckoning 2","none","https://www.metacritic.com/game/gamecube/wwe-day-of-reckoning-2",76,6.1,"Aug 29, 2005"
"gamecube","WarioWare, Inc.: Mega Party Game$!","none","https://www.metacritic.com/game/gamecube/warioware-inc-mega-party-game!",76,8.3,"Apr 6, 2004"
"gamecube","Battalion Wars","none","https://www.metacritic.com/game/gamecube/battalion-wars",76,8.5,"Sep 19, 2005"
"gamecube","Super Mario Strikers","none","https://www.metacritic.com/game/gamecube/super-mario-strikers",76,8.6,"Dec 5, 2005"
"gamecube","Mario Superstar Baseball","none","https://www.metacritic.com/game/gamecube/mario-superstar-baseball",76,8.7,"Aug 29, 2005"
"gamecube","Ultimate Spider-Man","none","https://www.metacritic.com/game/gamecube/ultimate-spider-man",76,7.6,"Sep 21, 2005"
"gamecube","MX Superfly","none","https://www.metacritic.com/game/gamecube/mx-superfly",76,7.4,"Jun 25, 2002"
"gamecube","Tak: The Great Juju Challenge","none","https://www.metacritic.com/game/gamecube/tak-the-great-juju-challenge",75,8.1,"Sep 19, 2005"
"gamecube","NHL 2005","none","https://www.metacritic.com/game/gamecube/nhl-2005",75,5.6,"Sep 20, 2004"
"gamecube","Mega Man X Collection","none","https://www.metacritic.com/game/gamecube/mega-man-x-collection",75,9,"Jan 10, 2006"
"gamecube","Baten Kaitos Origins","none","https://www.metacritic.com/game/gamecube/baten-kaitos-origins",75,8.4,"Sep 25, 2006"
"gamecube","Buffy the Vampire Slayer: Chaos Bleeds","none","https://www.metacritic.com/game/gamecube/buffy-the-vampire-slayer-chaos-bleeds",75,8.4,"Aug 28, 2003"
"gamecube","Sonic Mega Collection","none","https://www.metacritic.com/game/gamecube/sonic-mega-collection",75,8.5,"Nov 10, 2002"
"gamecube","Star Wars Rogue Squadron III: Rebel Strike","none","https://www.metacritic.com/game/gamecube/star-wars-rogue-squadron-iii-rebel-strike",75,7.5,"Oct 15, 2003"
"gamecube","Bloody Roar: Primal Fury","none","https://www.metacritic.com/game/gamecube/bloody-roar-primal-fury",75,8.3,"Mar 18, 2002"
"gamecube","Disney Sports Soccer","none","https://www.metacritic.com/game/gamecube/disney-sports-soccer",75,8,"Nov 17, 2002"
